bank_id,period,total_assets,total_loans,non_performing_loans,loan_loss_provisions,loan_loss_reserves,high_quality_liquid_assets,net_cash_outflows_30d,total_deposits,number_of_employees,total_equity,tier1_capital,tier2_capital,risk_weighted_assets,operating_expenses,operating_income,net_income,bank_type,stability,region,loan_growth_rate,asset_growth_rate,deposit_growth_rate,capital_adequacy_ratio,npl_ratio,liquidity_coverage_ratio,loan_to_deposit_ratio,return_on_assets,return_on_equity,provision_coverage_ratio,sector_loans_energy,sector_loans_real_estate,sector_loans_construction,sector_loans_services,sector_loans_agriculture,top1_borrower_loans,top10_borrower_loans,obs_exposure_total,external_credit_rating,nsfr,wholesale_funding_short_term,wholesale_funding_stable,loan_to_total_funding_ratio,wholesale_dependency_ratio,interest_income,interest_expense,net_interest_margin,derivatives_notional,unused_credit_lines,guarantees_issued,derivatives_to_assets_ratio,unused_lines_to_loans_ratio,guarantees_to_loans_ratio,obs_to_assets_ratio,top20_depositors,top20_depositors_ratio,top5_depositors,top5_depositors_ratio,sector_concentration_hhi,top20_borrower_loans,top20_borrower_concentration,geographic_concentration,liquidity_concentration_risk,credit_concentration_risk,obs_risk_indicator
VCB,9/30/2020,131452.4772,103720.0059,1843.928816,1198.218906,1382.657044,20244.45591,14827.42676,123121.4267,2387,10588.32462,8663.973997,2061.666719,93234.16905,1870.91184,3017.024806,1146.112966,large,high,north,0.038537742,0.01731536,0.038678209,0.115039806,0.017777947,1.365338453,0.842420436,0.008718839,0.108243089,0.649818418,24561.25272,37669.30871,18056.92425,386.5700647,23045.95021,7853.77878,33636.12312,52305.91702,A,1.135706292,41099.16516,48862.1703,0.603080804,0.422189644,2010.668771,1145.121646,0.015,276428.7366,51423.7661,15965.74643,2.102879631,0.495794091,0.153931214,0.397907427,43794.07449,0.355698238,17265.45863,0.140231145,0.267669887,59551.83169,0.574159548,0.970584121,0.36413542,0.500199632,0.539008909
VCB,12/31/2020,133103.2865,101257.2073,1789.941125,1059.238088,1553.581152,19513.21604,15510.85216,123848.2757,2862,10626.82078,8624.87464,1986.946172,94951.31137,1822.376379,3086.346394,1263.970015,large,high,north,-0.023744683,0.012558221,0.005903514,0.111760656,0.017677173,1.258036363,0.817590772,0.009496159,0.118941501,0.591772586,23978.05356,36774.86292,17628.16831,377.3910812,22498.73144,7667.293294,32837.44404,67827.86483,A,1.135706292,40577.12894,48241.5294,0.588397478,0.417642069,2261.963796,1170.450404,0.015,290395.6018,69363.06939,23283.18755,2.181731267,0.68501859,0.22994104,0.509588205,43215.34615,0.34893781,23661.85412,0.191055176,0.267669887,58468.86893,0.577429207,0.961191962,0.37616229,0.499302098,0.620086275
VCB,3/31/2021,141148.1809,108725.2685,2182.130852,1665.549757,1884.35213,22867.77555,15903.31403,130786.8252,3041,10523.92834,8201.804432,1933.499375,102728.3664,2018.162883,3415.101263,1396.938379,large,high,north,0.073753379,0.06044099,0.056024595,0.098661199,0.020070135,1.437925171,0.831316674,0.009896963,0.132739252,0.76326759,25746.51605,39487.13334,18928.3053,405.2249488,24158.08891,8232.782086,35259.31652,71732.29372,A,1.135706292,43296.83744,51474.94934,0.596533578,0.42016479,2470.043654,1295.728813,0.015,319509.2821,74496.61262,23135.65413,2.263644349,0.685182144,0.212790039,0.508205584,40721.5031,0.311357838,21941.22915,0.167763298,0.267669887,58722.61206,0.540100869,0.976974961,0.334903796,0.491260197,0.63364926
VCB,6/30/2021,164632.3033,122952.1339,2825.568818,2129.717837,2329.155374,25502.37568,17067.1629,149632.2315,3111,10641.74395,8604.002422,1919.428817,110649.8662,2313.177011,3836.597823,1523.420812,large,high,north,0.130851508,0.166379206,0.144092543,0.095105684,0.022981047,1.494236378,0.821695518,0.009253474,0.143155184,0.753730655,29115.48651,44654.0843,21405.1026,458.2492446,27319.21129,9310.054041,39873.05127,68959.42056,A,1.135706292,49177.60519,58466.50437,0.590835564,0.418398789,2608.363736,1455.17519,0.015,364694.602,70332.47719,19448.06484,2.215206826,0.572031366,0.158175903,0.418869318,46622.88536,0.311583172,16685.64822,0.111511056,0.267669887,76473.47478,0.621977613,0.955708686,0.326017449,0.511569965,0.582697479
VCB,9/30/2021,184163.0239,137542.9657,2887.426295,2403.617678,2260.553445,25379.55108,20228.33064,170829.2227,3972,10732.06222,8885.48077,2214.0729,129794.711,2565.321816,4387.870387,1822.54857,large,high,north,0.11867083,0.118632372,0.141660597,0.085516225,0.020992904,1.254653759,0.805148929,0.009896387,0.169822773,0.832442955,32570.64546,49953.22155,23945.26389,512.6300628,30561.20477,10414.88588,44604.81935,90353.02167,A,1.135706292,55441.25367,65913.26047,0.580981343,0.415336307,2973.781514,1663.325567,0.015,473823.8092,81088.61549,32646.90433,2.572849855,0.589551164,0.237357862,0.490614347,50487.21805,0.295542046,24795.03183,0.145145142,0.267669887,83744.33911,0.608859484,1,0.354619647,0.516492789,0.654735093
VCB,12/31/2021,204638.562,151077.8161,2981.425588,2465.937109,2583.04244,27775.4854,22910.95485,188187.0239,3986,10788.35774,8367.659979,2253.667268,140106.6234,2997.822757,4785.586018,1787.763261,large,high,north,0.098404526,0.111181592,0.101609086,0.075808887,0.01973437,1.212323344,0.802806766,0.008736199,0.165712271,0.827100002,35775.74439,54868.84465,26301.58623,563.0751812,33568.56564,11439.75779,48994.13547,93894.54802,A,1.135706292,60964.98702,72480.34276,0.579580858,0.414900206,3243.853566,1813.94295,0.015,485145.0013,80756.17746,36574.01153,2.370740864,0.534533657,0.24208724,0.458831156,52084.59814,0.276770401,27867.84671,0.14808591,0.267669887,82717.18327,0.547513761,1,0.353329721,0.498089072,0.60136669
VCB,3/31/2022,236768.0391,171113.1036,4012.25761,3298.570615,3335.649615,38009.3441,25688.34476,218061.7708,4801,10579.26065,8762.17484,2028.868979,163833.2644,3335.599539,5527.933207,2192.333668,large,high,north,0.132615681,0.157005976,0.158750302,0.065866012,0.023447986,1.479633836,0.784700147,0.009259416,0.207229384,0.822123337,40520.1691,62145.31385,29789.589,637.7477798,38020.28384,12956.84906,55491.52611,92320.80234,A,1.135706292,69661.38654,82819.35944,0.568706663,0.411506748,3793.803738,2094.011349,0.015,584053.5857,83496.90297,26712.08946,2.466775448,0.487963232,0.156107796,0.389920881,59249.03847,0.271707591,22876.94658,0.104910395,0.267669887,90615.02175,0.529562143,0.953934354,0.310189985,0.483490457,0.596510299
VCB,6/30/2022,287499.2961,212906.6394,4239.187273,3335.527143,3640.323947,44871.31536,30735.32907,259777.851,6225,10408.79765,8641.278117,2182.004003,205214.4393,4262.367063,6890.771405,2628.404342,large,high,north,0.244245093,0.214265646,0.191303959,0.052741328,0.019911015,1.459926303,0.819571948,0.009142298,0.252517575,0.786831751,50417.02156,77324.00179,37065.54993,793.5145454,47306.55158,16121.49586,69045.05905,123359.5558,A,1.135706292,85240.50234,101341.1325,0.589574764,0.418007549,4835.481347,2613.397605,0.015,800345.4881,106155.1149,37830.90487,2.783817209,0.498599364,0.177687765,0.429077766,66538.64017,0.256136695,30846.58473,0.118742166,0.267669887,129266.1403,0.607149409,0.962210991,0.308867997,0.508421965,0.656457121
VCB,9/30/2022,339423.6708,255842.2954,5461.736739,3770.605238,4406.655594,49646.64789,35518.82746,308516.5583,6498,10413.52008,8577.235497,2245.157155,233747.39,4931.098172,8618.442433,3687.344261,large,high,north,0.201664242,0.180606963,0.18761687,0.046299523,0.02134806,1.397755822,0.82926601,0.010863545,0.35409201,0.690367445,60584.33197,92917.48797,44540.34595,953.5380545,56846.59143,19372.6251,82968.97852,170672.8037,A,1.135706292,101976.754,121238.6067,0.595321048,0.419789282,5991.852747,3269.709935,0.015,929872.7687,153954.5178,59002.3829,2.739563704,0.601755537,0.230620128,0.502831176,75758.51593,0.245557374,40386.68753,0.130906061,0.267669887,154472.0164,0.603778262,0.995219903,0.314496361,0.514012403,0.687403729
VCB,12/31/2022,377880.2243,282222.6518,5259.139871,3727.56946,4241.504823,53460.46523,43070.33009,354562.1858,7765,10451.35584,8049.266809,2099.570057,271657.9227,4965.09443,8663.560643,3698.466213,large,high,north,0.103111788,0.113299563,0.14924848,0.037358884,0.018634719,1.241236487,0.795975045,0.009787403,0.353874298,0.708779297,66831.29075,102498.3763,49132.98064,1051.859068,62708.1451,21370.1711,91524.05822,193533.8995,A,1.135706292,114261.4842,135843.735,0.575487856,0.413624444,5937.88352,3283.088457,0.015,1089560.28,176590.2012,63450.98118,2.88334824,0.625712359,0.224825969,0.512156729,88400.24196,0.24932225,31540.25123,0.088955485,0.267669887,156442.4215,0.554322697,1,0.33763076,0.500131753,0.71948742
BIDV,3/31/2018,130617.8543,75541.82103,1790.430851,1360.88296,1478.236253,18312.4703,9295.165214,80215.62174,2497,13866.76795,11466.13103,2882.054743,90600.03206,1870.562654,3102.332675,1231.77002,large,high,north,0,0,0,0.15836844,0.023701187,1.970107027,0.941734532,0.009430334,0.08882892,0.760086858,19193.87019,1052.470051,14727.83334,8974.865717,31592.78174,7333.477598,29140.49878,48238.38831,A,1.177648629,9705.358702,27754.17282,0.699656986,0.31833,2195.923215,1154.946025,0.015,279605.6581,48155.92515,12725.17854,2.140638885,0.637473713,0.168452102,0.3693093,28181.93801,0.351327303,13794.60925,0.171969112,0.291782007,57708.25343,0.763924574,0.98161561,0.240513867,0.571391498,0.584946191
BIDV,6/30/2018,142382.6809,81835.7284,1583.351829,1265.935647,1318.27539,19283.14342,10039.58745,87003.53239,2832,14119.0684,11010.31045,2742.472416,102237.774,1852.634108,3236.360217,1383.726109,large,high,north,0.083316861,0.090070585,0.084620807,0.134517628,0.019347929,1.920710738,0.940602366,0.00971836,0.098004066,0.799528964,20793.0432,1140.158551,15954.91017,9722.623352,34224.99313,7944.479928,31568.39365,53251.88126,A,1.177648629,10518.36762,30079.11421,0.69895694,0.318159554,2183.781211,1204.803601,0.015,320020.4288,52119.98412,13988.5847,2.247607833,0.636885443,0.170934932,0.374005328,26461.96992,0.304148225,10835.37757,0.124539513,0.291782007,52416.89184,0.640513537,1,0.229000545,0.538045065,0.603067471
BIDV,9/30/2018,142846.1456,81998.92711,1595.122248,1275.806139,1316.599517,19478.37476,10211.29292,86174.62877,2664,13891.94012,11000.7548,2842.763329,101343.1345,2197.316916,3661.04666,1463.729745,large,high,north,0.001994223,0.003255064,-0.009527241,0.136600454,0.019452965,1.907532662,0.951543723,0.010246897,0.105365394,0.799817156,20834.50917,1142.432282,15986.72782,9742.012433,34293.2454,7960.322994,31631.34807,44255.92091,A,1.177648629,10497.28237,30018.81724,0.705710433,0.319803194,2509.464892,1363.32334,0.015,289283.5731,35043.21162,15337.67056,2.025140908,0.427361831,0.18704721,0.309815296,26968.44583,0.312951111,14424.86178,0.167391052,0.291782007,56080.28995,0.683914923,0.954157286,0.234991503,0.541896938,0.496713563
BIDV,12/31/2018,138156.5924,76617.42296,1799.704899,1492.195366,1556.485765,20550.45971,10024.45635,83157.79708,2595,13653.31479,11005.08965,2669.58891,98095.34955,2229.635177,3758.871179,1529.236002,large,high,north,-0.065628958,-0.0328294,-0.035008351,0.139401905,0.023489499,2.05003234,0.921349839,0.01106886,0.112004742,0.829133358,19467.16204,1067.455642,14937.53554,9102.654308,32042.61544,7437.89529,29555.41566,47606.6214,A,1.177648629,9919.07781,28365.34004,0.687009216,0.31524802,2596.046822,1398.553282,0.015,288740.6483,42011.33207,15204.90369,2.089952012,0.548326091,0.198452299,0.344584508,27059.73809,0.325402296,14726.22469,0.17708772,0.291782007,58444.24935,0.762806253,0.96483432,0.224735324,0.567699744,0.547281613
BIDV,3/31/2019,138952.9092,76045.88173,1629.260448,1230.232417,1337.021396,18855.65383,10349.40196,83615.57015,2988,13418.12896,10274.19549,2586.465459,100621.5364,1917.244481,3322.263161,1405.01868,large,high,north,-0.007459677,0.005763871,0.005504872,0.12781221,0.021424703,1.821907576,0.909470349,0.010111474,0.104710477,0.755086406,19321.9433,1059.492767,14826.10634,9034.751446,31803.58788,7382.410993,29334.9418,43011.96088,A,1.177648629,9890.322104,28283.10806,0.679595889,0.313439063,2315.367917,1235.685,0.015,285189.0878,31731.48469,16108.45518,2.052415379,0.417267628,0.211825477,0.309543436,27444.53959,0.328222836,14788.58066,0.176863958,0.291782007,51860.97745,0.681969572,1,0.252034717,0.550481875,0.498203862
BIDV,6/30/2019,156513.2199,83522.15358,1833.686272,1467.601022,1446.116589,22876.05715,11326.95458,91852.36958,3287,13544.2975,11167.90688,2974.601404,108601.8997,2370.858201,3788.248746,1417.390544,large,high,north,0.098312646,0.126375985,0.098507962,0.130223397,0.02195449,2.019612332,0.909308643,0.009056044,0.104648509,0.800355571,21221.53467,1163.654305,16283.70009,9922.981767,34930.28275,8108.195352,32218.93755,53134.45707,A,1.177648629,10863.35111,31065.65491,0.67949476,0.313414373,2727.396346,1408.997474,0.015,341153.9128,47178.21214,15609.5692,2.179713081,0.564858665,0.186891364,0.33948862,29286.90593,0.318847582,13028.07051,0.141837065,0.291782007,59779.35113,0.715730481,1,0.221563345,0.560610148,0.566691975
BIDV,9/30/2019,164932.6509,91595.04235,2065.420335,1706.073033,1801.247174,22319.53234,12283.61625,98375.50313,3347,13682.20168,10748.79193,2952.905479,114173.6573,2230.711656,3786.265412,1555.553756,large,high,north,0.096655659,0.053793737,0.071017586,0.12000752,0.022549477,1.817016414,0.931075719,0.009431448,0.113691772,0.826017351,23272.71608,1276.128078,17857.61185,10882.09411,38306.49224,8891.898314,35333.08018,60382.6676,A,1.177648629,11814.5427,33785.75382,0.69305517,0.316721953,2570.787755,1409.136431,0.015,432333.6469,48770.61843,17975.84504,2.621273863,0.53245915,0.196253472,0.366104997,28792.80145,0.292682635,15041.60508,0.152899905,0.291782007,62152.22219,0.678554435,0.950493998,0.239537178,0.539556134,0.633227222
BIDV,12/31/2019,168190.6054,92436.06037,1969.95597,1346.718125,1698.166404,23165.93202,11973.76654,99837.09393,3263,13754.35461,11281.18359,2911.290185,121143.1973,2311.00544,3832.692834,1521.687394,large,high,north,0.009181916,0.019753242,0.014857264,0.117154525,0.021311553,1.934723876,0.9258689,0.009047398,0.110633137,0.68362854,23486.40421,1287.845379,18021.57895,10982.01258,38658.21925,8973.542981,35657.50557,66988.25445,A,1.177648629,11946.44984,34162.96541,0.689821041,0.315933663,2686.70392,1426.20386,0.015,391457.4403,61591.18738,20774.73593,2.327463175,0.666311255,0.224747094,0.39828773,29050.34471,0.290977467,15074.51088,0.150991082,0.291782007,60963.14095,0.659516867,1,0.220962504,0.543746064,0.627632679
BIDV,3/31/2020,149862.9013,84867.58761,1421.307039,1188.58092,1108.453663,23926.48166,11105.21182,90673.36417,2919,13543.67477,10384.32204,2817.609376,100422.1426,1974.210743,3432.8711,1458.660357,large,high,north,-0.081877924,-0.108969845,-0.091786824,0.131464347,0.016747348,2.154527266,0.93597043,0.009733299,0.107700486,0.836259082,21563.38619,1182.399273,16546.00947,10082.82819,35492.9645,8238.807908,32737.94303,50205.95474,A,1.177648629,10926.78914,31247.06706,0.696089956,0.317461337,2425.217081,1277.791154,0.015,366641.4585,42881.42822,13041.45964,2.446512482,0.505274504,0.15366832,0.335012564,29217.25667,0.322225352,12090.68792,0.133343326,0.291782007,65266.07051,0.769034119,1,0.224128542,0.576601239,0.592835688
BIDV,6/30/2020,156147.6841,89405.73348,1692.598926,953.2362052,1345.591946,23067.17588,11707.91737,93756.15559,2845,13713.133,10513.58559,2894.6487,109941.757,2158.490384,3600.139039,1441.648654,large,high,north,0.053473252,0.041936882,0.033998864,0.121957613,0.01893166,1.970220249,0.953598544,0.009232597,0.105129051,0.563179021,22716.45056,1245.626007,17430.7784,10621.9898,37390.88872,8679.363757,34488.54729,50458.00033,A,1.177648629,11436.98646,32706.06563,0.706975827,0.320110991,2405.798417,1340.719749,0.015,369453.0287,38902.23214,15667.79104,2.366048724,0.435120105,0.175243694,0.323142803,28715.58912,0.306279507,14811.01543,0.157973792,0.291782007,60828.60976,0.680365871,1,0.223012063,0.550000765,0.557191766
BIDV,9/30/2020,152676.1712,89571.00641,1842.675001,1532.306011,1339.450751,24589.71478,10969.64541,94012.24943,3292,13504.04497,11302.53189,2633.218861,104583.1538,2380.237542,4170.519498,1790.281956,large,high,north,0.001848572,-0.022232241,0.002731488,0.133250435,0.020572226,2.241614371,0.95275889,0.011726008,0.132573755,0.831566071,22758.44355,1247.928636,17463.00044,10641.62531,37460.00847,8695.408185,34552.30185,54099.36687,A,1.177648629,11461.60196,32776.45798,0.706458866,0.319985251,2950.759902,1553.097155,0.015,368076.4653,39670.77523,19825.195,2.410831123,0.442897505,0.221334959,0.354340605,28615.46079,0.304380131,10227.20938,0.108785924,0.291782007,67640.9572,0.755165761,0.995473986,0.217747628,0.571535529,0.570108499
BIDV,12/31/2020,156135.8882,87532.28333,2068.795567,1184.850913,1582.533673,23207.4501,11483.01975,94486.57858,3404,13519.00805,10840.18724,2773.77526,111434.5594,2477.068849,3969.219656,1492.150807,large,high,north,-0.022760971,0.022660491,0.005045397,0.122170021,0.023634658,2.021023268,0.926399121,0.009556745,0.110374282,0.572724986,22240.43928,1219.524568,17065.5256,10399.41158,36607.3823,8497.492251,33765.85791,62141.42578,A,1.177648629,11310.41453,32344.11103,0.690150654,0.316014019,2686.91041,1477.029914,0.015,357276.4116,55009.94264,20965.79235,2.288240171,0.62845319,0.239520684,0.397995787,29104.51211,0.308028003,13657.40802,0.144543365,0.291782007,57131.21848,0.652687401,1,0.218015407,0.541697224,0.609708897
BIDV,3/31/2021,168422.6767,95270.01578,1658.526313,1177.731116,1276.276497,23129.82963,12719.33877,101193.9035,3579,13730.04722,10944.16397,2665.470211,118882.1448,2826.93746,4620.011494,1793.074034,large,high,north,0.088398613,0.078692917,0.070987065,0.114480053,0.017408691,1.818477364,0.941460034,0.010646274,0.130594892,0.710106983,24206.46327,1327.328849,18574.09439,11318.70515,39843.42413,9248.658781,36750.71292,63744.85168,A,1.177648629,12241.20838,35005.87904,0.699487283,0.318288682,3093.345381,1719.938839,0.015,410479.9698,55777.29971,19165.25417,2.437201319,0.585465419,0.201167744,0.378481407,28658.13117,0.283200175,11348.6706,0.11214777,0.291782007,61933.84059,0.650087439,0.998884658,0.23599507,0.540694167,0.619687986
BIDV,6/30/2021,191973.6007,112791.3942,2645.837009,1760.565723,2248.137366,31288.21345,14731.89051,118430.4434,4213,13831.50193,11314.96473,2829.048486,133282.858,2493.703729,4362.80997,1869.106241,large,high,north,0.183912832,0.139832263,0.170331802,0.106120273,0.023457792,2.123842383,0.952385138,0.009736267,0.135134004,0.665409743,28658.34247,1571.441656,21990.10869,13400.36026,47171.14108,10949.60581,43509.6406,66383.1401,A,1.177648629,14434.85706,41279.00162,0.706228703,0.319929266,3191.05514,1624.688831,0.015,475552.0615,48538.28795,22920.49131,2.477174256,0.430336803,0.203211349,0.345793067,32259.30326,0.272390294,12068.63689,0.101904853,0.291782007,70157.27806,0.62200914,1,0.204934897,0.532493746,0.576542724
